ciudad,articulo,fecha,subclase_ipc,method,precio_500g
BOGOTÁ D.C.,AGUACATE,2024-09-01,011609,S5_niveles,4582.7713749580935
BOGOTÁ D.C.,AGUACATE,2024-10-01,011609,S5_niveles,4596.658959012514
BOGOTÁ D.C.,AGUACATE,2024-11-01,011609,S5_niveles,4575.588738826016
BOGOTÁ D.C.,AGUACATE,2024-12-01,011609,S5_niveles,4492.439571809788
BOGOTÁ D.C.,AJO,2019-01-01,011716,S5_niveles,7169.379538460625
BOGOTÁ D.C.,AJO,2019-02-01,011716,S5_niveles,7462.185513663963
BOGOTÁ D.C.,AJO,2019-03-01,011716,S5_niveles,7159.144644490967
BOGOTÁ D.C.,AJO,2019-04-01,011716,S5_niveles,7962.906022494958
BOGOTÁ D.C.,AJO,2019-05-01,011716,S5_niveles,7755.149229310378
BOGOTÁ D.C.,AJO,2019-06-01,011716,S5_niveles,7563.918299151299
BOGOTÁ D.C.,AJO,2019-07-01,011716,S5_niveles,7881.730800684707
BOGOTÁ D.C.,AJO,2019-08-01,011716,S5_niveles,7848.368425074285
BOGOTÁ D.C.,AJO,2019-09-01,011716,S5_niveles,7831.224915588797
BOGOTÁ D.C.,AJO,2019-10-01,011716,S5_niveles,8680.532041679278
BOGOTÁ D.C.,AJO,2019-11-01,011716,S5_niveles,8211.572437184414
BOGOTÁ D.C.,AJO,2019-12-01,011716,S5_niveles,7727.6193623201025
BOGOTÁ D.C.,AJO,2020-01-01,011716,S5_niveles,8351.64755283626
BOGOTÁ D.C.,AJO,2020-02-01,011716,S5_niveles,8739.25634225646
BOGOTÁ D.C.,AJO,2020-03-01,011716,S5_niveles,10031.144904879853
BOGOTÁ D.C.,AJO,2020-04-01,011716,S5_niveles,9798.35368668394
BOGOTÁ D.C.,AJO,2020-05-01,011716,S5_niveles,9401.8918550228
BOGOTÁ D.C.,AJO,2020-06-01,011716,S5_niveles,9435.85039329655
BOGOTÁ D.C.,AJO,2020-07-01,011716,S5_niveles,8627.767991399554
BOGOTÁ D.C.,AJO,2020-08-01,011716,S5_niveles,8520.544070825003
BOGOTÁ D.C.,AJO,2020-09-01,011716,S5_niveles,9075.930210240429
BOGOTÁ D.C.,AJO,2020-10-01,011716,S5_niveles,9013.664128021606
BOGOTÁ D.C.,AJO,2020-11-01,011716,S5_niveles,8663.91215126562
BOGOTÁ D.C.,AJO,2020-12-01,011716,S5_niveles,9518.882156613978
BOGOTÁ D.C.,AJO,2021-01-01,011716,S5_niveles,10231.655626470598
