"ciudad","fecha","model","n_deciles","sum_rate","incidence"
"BOGOTÁ D.C.",19723,"CoRD",10,645.161290322581,64.5161290322581
"BOGOTÁ D.C.",19754,"CoCA",10,32.4324324324324,3.24324324324324
"BOGOTÁ D.C.",19754,"CoNA",10,143.243243243243,14.3243243243243
"BOGOTÁ D.C.",19754,"CoRD",10,681.900452488688,68.1900452488688
"BOGOTÁ D.C.",19783,"CoCA",10,19.811320754717,1.9811320754717
"BOGOTÁ D.C.",19783,"CoNA",10,103.77358490566,10.377358490566
"BOGOTÁ D.C.",19783,"CoRD",10,634.905660377358,63.4905660377358
"BOGOTÁ D.C.",19814,"CoCA",10,22.7488151658768,2.27488151658768
"BOGOTÁ D.C.",19814,"CoNA",10,115.238095238095,11.5238095238095
"BOGOTÁ D.C.",19814,"CoRD",10,641.428571428571,64.1428571428572
"BOGOTÁ D.C.",19844,"CoCA",10,18.018018018018,1.8018018018018
"BOGOTÁ D.C.",19844,"CoNA",10,124.324324324324,12.4324324324324
"BOGOTÁ D.C.",19844,"CoRD",10,637.387387387387,63.7387387387387
"BOGOTÁ D.C.",19875,"CoCA",10,21.2389380530973,2.12389380530973
"BOGOTÁ D.C.",19875,"CoNA",10,114.601769911504,11.4601769911504
"BOGOTÁ D.C.",19875,"CoRD",10,638.938053097345,63.8938053097345
"BOGOTÁ D.C.",19905,"CoCA",10,28.7610619469027,2.87610619469027
"BOGOTÁ D.C.",19905,"CoNA",10,152.654867256637,15.2654867256637
"BOGOTÁ D.C.",19905,"CoRD",10,678.666666666667,67.8666666666667
"BOGOTÁ D.C.",19936,"CoCA",10,21.304347826087,2.1304347826087
"BOGOTÁ D.C.",19936,"CoNA",10,115.217391304348,11.5217391304348
"BOGOTÁ D.C.",19936,"CoRD",10,658.951965065502,65.8951965065502
"BOGOTÁ D.C.",19967,"CoCA",10,18.3406113537118,1.83406113537118
"BOGOTÁ D.C.",19967,"CoNA",10,87.3362445414847,8.73362445414847
"BOGOTÁ D.C.",19967,"CoRD",10,628.508771929825,62.8508771929825
"BOGOTÁ D.C.",19997,"CoCA",10,16.2162162162162,1.62162162162162
"BOGOTÁ D.C.",19997,"CoNA",10,95.9459459459459,9.59459459459459
"BOGOTÁ D.C.",19997,"CoRD",10,589.140271493213,58.9140271493213
