"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"BOGOTA","2014Q4",2014-10-01,"31 a 50 años",0,1,7519.83342366766,17736.4736794991,5912.15789316638,2157937.63100573,177364.736794991
"BOGOTA","2014Q4",2014-10-01,"31 a 50 años",1,2,5257.36596798722,17736.4736794991,5912.15789316638,2157937.63100573,177364.736794991
"BOGOTA","2014Q4",2014-10-01,"9 a 13 años",1,3,4959.27428784425,17736.4736794991,5912.15789316638,2157937.63100573,177364.736794991
"BOGOTA","2015Q1",2015-01-01,"31 a 50 años",0,1,7461.97877111144,17599.5034185524,5866.50113951747,2141272.91592388,175995.034185524
"BOGOTA","2015Q1",2015-01-01,"31 a 50 años",1,2,5216.74655177131,17599.5034185524,5866.50113951747,2141272.91592388,175995.034185524
"BOGOTA","2015Q1",2015-01-01,"9 a 13 años",1,3,4920.77809566966,17599.5034185524,5866.50113951747,2141272.91592388,175995.034185524
"BOGOTA","2015Q2",2015-04-01,"31 a 50 años",0,1,7446.28712008784,17559.2947047474,5853.0982349158,2136380.85574427,175592.947047474
"BOGOTA","2015Q2",2015-04-01,"31 a 50 años",1,2,5203.80319202292,17559.2947047474,5853.0982349158,2136380.85574427,175592.947047474
"BOGOTA","2015Q2",2015-04-01,"9 a 13 años",1,3,4909.20439263662,17559.2947047474,5853.0982349158,2136380.85574427,175592.947047474
"BOGOTA","2015Q3",2015-07-01,"31 a 50 años",0,1,7381.01096236794,17403.625145835,5801.20838194499,2117441.05940992,174036.25145835
"BOGOTA","2015Q3",2015-07-01,"31 a 50 años",1,2,5156.67352740115,17403.625145835,5801.20838194499,2117441.05940992,174036.25145835
"BOGOTA","2015Q3",2015-07-01,"9 a 13 años",1,3,4865.94065606587,17403.625145835,5801.20838194499,2117441.05940992,174036.25145835
"BOGOTA","2015Q4",2015-10-01,"31 a 50 años",0,1,7392.12895498782,17426.5536992534,5808.85123308447,2120230.70007583,174265.536992534
"BOGOTA","2015Q4",2015-10-01,"31 a 50 años",1,2,5162.71524837178,17426.5536992534,5808.85123308447,2120230.70007583,174265.536992534
"BOGOTA","2015Q4",2015-10-01,"9 a 13 años",1,3,4871.70949589381,17426.5536992534,5808.85123308447,2120230.70007583,174265.536992534
"BOGOTA","2016Q1",2016-01-01,"31 a 50 años",0,1,7424.52309129283,17497.8196646071,5832.60655486904,2128901.3925272,174978.196646071
"BOGOTA","2016Q1",2016-01-01,"31 a 50 años",1,2,5181.50063631705,17497.8196646071,5832.60655486904,2128901.3925272,174978.196646071
"BOGOTA","2016Q1",2016-01-01,"9 a 13 años",1,3,4891.79593699723,17497.8196646071,5832.60655486904,2128901.3925272,174978.196646071
"BOGOTA","2016Q2",2016-04-01,"31 a 50 años",0,1,7332.0495564565,17276.3707646237,5758.79025487458,2101958.44302922,172763.707646237
"BOGOTA","2016Q2",2016-04-01,"31 a 50 años",1,2,5112.02952778684,17276.3707646237,5758.79025487458,2101958.44302922,172763.707646237
