"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha","person"
"31 a 50 años",1,2,5537.66399356874,18726.478363426,6242.15945447534,2278388.2008835,187264.78363426,"BOGOTA",1999-09-01,2
"9 a 13 años",1,3,5226.97313326798,18726.478363426,6242.15945447534,2278388.2008835,187264.78363426,"BOGOTA",1999-09-01,3
"31 a 50 años",0,1,7977.32649324115,18761.8058830561,6253.93529435204,2282686.38243849,187618.058830561,"BOGOTA",1999-10-01,1
"31 a 50 años",1,2,5548.20601701645,18761.8058830561,6253.93529435204,2282686.38243849,187618.058830561,"BOGOTA",1999-10-01,2
"9 a 13 años",1,3,5236.2733727985,18761.8058830561,6253.93529435204,2282686.38243849,187618.058830561,"BOGOTA",1999-10-01,3
"31 a 50 años",0,1,8045.01710254123,18914.4853353737,6304.82844512458,2301262.38247047,189144.853353737,"BOGOTA",1999-11-01,1
"31 a 50 años",1,2,5590.93856456345,18914.4853353737,6304.82844512458,2301262.38247047,189144.853353737,"BOGOTA",1999-11-01,2
"9 a 13 años",1,3,5278.52966826904,18914.4853353737,6304.82844512458,2301262.38247047,189144.853353737,"BOGOTA",1999-11-01,3
"31 a 50 años",0,1,7998.62407692958,18805.0985834843,6268.36619449477,2287953.66099059,188050.985834843,"BOGOTA",1999-12-01,1
"31 a 50 años",1,2,5558.8252173689,18805.0985834843,6268.36619449477,2287953.66099059,188050.985834843,"BOGOTA",1999-12-01,2
"9 a 13 años",1,3,5247.64928918585,18805.0985834843,6268.36619449477,2287953.66099059,188050.985834843,"BOGOTA",1999-12-01,3
"31 a 50 años",0,1,7977.93930749716,18753.2996657151,6251.09988857172,2281651.45932868,187532.996657151,"BOGOTA",2000-01-01,1
"31 a 50 años",1,2,5542.54024735065,18753.2996657151,6251.09988857172,2281651.45932868,187532.996657151,"BOGOTA",2000-01-01,2
"9 a 13 años",1,3,5232.82011086733,18753.2996657151,6251.09988857172,2281651.45932868,187532.996657151,"BOGOTA",2000-01-01,3
"31 a 50 años",0,1,7960.01915968172,18710.2920854565,6236.76402848551,2276418.87039721,187102.920854565,"BOGOTA",2000-02-01,1
"31 a 50 años",1,2,5528.251729235,18710.2920854565,6236.76402848551,2276418.87039721,187102.920854565,"BOGOTA",2000-02-01,2
"9 a 13 años",1,3,5222.0211965398,18710.2920854565,6236.76402848551,2276418.87039721,187102.920854565,"BOGOTA",2000-02-01,3
"31 a 50 años",0,1,7980.80042079052,18761.5780257973,6253.85934193245,2282658.65980534,187615.780257973,"BOGOTA",2000-03-01,1
"31 a 50 años",1,2,5544.28609207679,18761.5780257973,6253.85934193245,2282658.65980534,187615.780257973,"BOGOTA",2000-03-01,2
"9 a 13 años",1,3,5236.49151293003,18761.5780257973,6253.85934193245,2282658.65980534,187615.780257973,"BOGOTA",2000-03-01,3
"31 a 50 años",0,1,8032.75523940036,18885.0643726564,6295.02145755212,2297682.83200652,188850.643726564,"BOGOTA",2000-04-01,1
"31 a 50 años",1,2,5581.6623032372,18885.0643726564,6295.02145755212,2297682.83200652,188850.643726564,"BOGOTA",2000-04-01,2
"9 a 13 años",1,3,5270.64683001881,18885.0643726564,6295.02145755212,2297682.83200652,188850.643726564,"BOGOTA",2000-04-01,3
"31 a 50 años",0,1,7925.97921629164,18641.2741007271,6213.75803357568,2268021.68225512,186412.741007271,"BOGOTA",2000-05-01,1
"31 a 50 años",1,2,5510.71167244809,18641.2741007271,6213.75803357568,2268021.68225512,186412.741007271,"BOGOTA",2000-05-01,2
"9 a 13 años",1,3,5204.58321198732,18641.2741007271,6213.75803357568,2268021.68225512,186412.741007271,"BOGOTA",2000-05-01,3
"31 a 50 años",0,1,7862.82995644067,18496.1276082917,6165.37586943055,2250362.19234215,184961.276082917,"BOGOTA",2000-06-01,1
"31 a 50 años",1,2,5468.21921989023,18496.1276082917,6165.37586943055,2250362.19234215,184961.276082917,"BOGOTA",2000-06-01,2
"9 a 13 años",1,3,5165.07843196076,18496.1276082917,6165.37586943055,2250362.19234215,184961.276082917,"BOGOTA",2000-06-01,3
"31 a 50 años",0,1,8001.37464205352,18811.3689797887,6270.45632659624,2288716.55920763,188113.689797887,"BOGOTA",2000-07-01,1
"31 a 50 años",1,2,5559.79323996977,18811.3689797887,6270.45632659624,2288716.55920763,188113.689797887,"BOGOTA",2000-07-01,2
"9 a 13 años",1,3,5250.20109776545,18811.3689797887,6270.45632659624,2288716.55920763,188113.689797887,"BOGOTA",2000-07-01,3
"31 a 50 años",0,1,7935.04429687094,18664.1202847237,6221.37342824123,2270801.30130805,186641.202847237,"BOGOTA",2000-08-01,1
"31 a 50 años",1,2,5519.58982647016,18664.1202847237,6221.37342824123,2270801.30130805,186641.202847237,"BOGOTA",2000-08-01,2
"9 a 13 años",1,3,5209.48616138258,18664.1202847237,6221.37342824123,2270801.30130805,186641.202847237,"BOGOTA",2000-08-01,3
"31 a 50 años",0,1,7982.01194831147,18772.3227746184,6257.4409248728,2283965.93757857,187723.227746184,"BOGOTA",2000-09-01,1
"31 a 50 años",1,2,5551.43552570251,18772.3227746184,6257.4409248728,2283965.93757857,187723.227746184,"BOGOTA",2000-09-01,2
