"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"BOGOTA","2002Q4",2002-10-01,"31 a 50 años",0,1,1504.3304037681,3603.88350848363,1201.29450282788,438472.493532174,36038.8350848363
"BOGOTA","2002Q4",2002-10-01,"31 a 50 años",1,2,1079.42485833446,3603.88350848363,1201.29450282788,438472.493532174,36038.8350848363
"BOGOTA","2002Q4",2002-10-01,"9 a 13 años",1,3,1020.12824638107,3603.88350848363,1201.29450282788,438472.493532174,36038.8350848363
"BOGOTA","2003Q1",2003-01-01,"31 a 50 años",0,1,1484.56598383046,3556.53442420693,1185.51147473564,432711.68827851,35565.3442420693
"BOGOTA","2003Q1",2003-01-01,"31 a 50 años",1,2,1065.24299633272,3556.53442420693,1185.51147473564,432711.68827851,35565.3442420693
"BOGOTA","2003Q1",2003-01-01,"9 a 13 años",1,3,1006.72544404375,3556.53442420693,1185.51147473564,432711.68827851,35565.3442420693
"BOGOTA","2003Q2",2003-04-01,"31 a 50 años",0,1,1467.88713188462,3516.57735140066,1172.19245046689,427850.244420413,35165.7735140065
"BOGOTA","2003Q2",2003-04-01,"31 a 50 años",1,2,1053.27516841824,3516.57735140066,1172.19245046689,427850.244420413,35165.7735140065
"BOGOTA","2003Q2",2003-04-01,"9 a 13 años",1,3,995.415051097794,3516.57735140066,1172.19245046689,427850.244420413,35165.7735140065
"BOGOTA","2003Q3",2003-07-01,"31 a 50 años",0,1,1507.24139023343,3610.85727973064,1203.61909324355,439320.969033894,36108.5727973064
"BOGOTA","2003Q3",2003-07-01,"31 a 50 años",1,2,1081.51362230883,3610.85727973064,1203.61909324355,439320.969033894,36108.5727973064
"BOGOTA","2003Q3",2003-07-01,"9 a 13 años",1,3,1022.10226718838,3610.85727973064,1203.61909324355,439320.969033894,36108.5727973064
"BOGOTA","2003Q4",2003-10-01,"31 a 50 años",0,1,1482.71122448016,3552.09102758474,1184.03034252825,432171.07502281,35520.9102758474
"BOGOTA","2003Q4",2003-10-01,"31 a 50 años",1,2,1063.91212291294,3552.09102758474,1184.03034252825,432171.07502281,35520.9102758474
"BOGOTA","2003Q4",2003-10-01,"9 a 13 años",1,3,1005.46768019164,3552.09102758474,1184.03034252825,432171.07502281,35520.9102758474
"BOGOTA","2004Q1",2004-01-01,"31 a 50 años",0,1,1462.51635796088,3503.71073411825,1167.90357803942,426284.805984388,35037.1073411825
"BOGOTA","2004Q1",2004-01-01,"31 a 50 años",1,2,1049.42139609053,3503.71073411825,1167.90357803942,426284.805984388,35037.1073411825
"BOGOTA","2004Q1",2004-01-01,"9 a 13 años",1,3,991.772980066848,3503.71073411825,1167.90357803942,426284.805984388,35037.1073411825
"BOGOTA","2004Q2",2004-04-01,"31 a 50 años",0,1,1472.21076785037,3526.93536870497,1175.64512290166,429110.469859105,35269.3536870497
"BOGOTA","2004Q2",2004-04-01,"31 a 50 años",1,2,1056.37757207114,3526.93536870497,1175.64512290166,429110.469859105,35269.3536870497
