"Demo_Group","Sex","Person","cost_day","total_household","per_capita","per_capita_year","per_capita_month","ciudad","fecha","person"
"31 a 50 años",0,1,1419.55715156134,3400.79452961088,1133.59817653696,413763.334435991,34007.9452961088,"BOGOTA",1999-08-01,1
"31 a 50 años",1,2,1018.5962295142,3400.79452961088,1133.59817653696,413763.334435991,34007.9452961088,"BOGOTA",1999-08-01,2
"9 a 13 años",1,3,962.641148535347,3400.79452961088,1133.59817653696,413763.334435991,34007.9452961088,"BOGOTA",1999-08-01,3
"31 a 50 años",0,1,1429.83524527263,3425.41747968355,1141.80582656118,416759.126694832,34254.1747968355,"BOGOTA",1999-09-01,1
"31 a 50 años",1,2,1025.97122494105,3425.41747968355,1141.80582656118,416759.126694832,34254.1747968355,"BOGOTA",1999-09-01,2
"9 a 13 años",1,3,969.611009469873,3425.41747968355,1141.80582656118,416759.126694832,34254.1747968355,"BOGOTA",1999-09-01,3
"31 a 50 años",0,1,1419.81094664116,3401.40253959355,1133.80084653118,413837.308983882,34014.0253959355,"BOGOTA",1999-10-01,1
"31 a 50 años",1,2,1018.77833892142,3401.40253959355,1133.80084653118,413837.308983882,34014.0253959355,"BOGOTA",1999-10-01,2
"9 a 13 años",1,3,962.813254030971,3401.40253959355,1133.80084653118,413837.308983882,34014.0253959355,"BOGOTA",1999-10-01,3
"31 a 50 años",0,1,1415.70345771431,3391.56233988232,1130.52077996077,412640.084685682,33915.6233988232,"BOGOTA",1999-11-01,1
"31 a 50 años",1,2,1015.83103050973,3391.56233988232,1130.52077996077,412640.084685682,33915.6233988232,"BOGOTA",1999-11-01,2
"9 a 13 años",1,3,960.027851658274,3391.56233988232,1130.52077996077,412640.084685682,33915.6233988232,"BOGOTA",1999-11-01,3
"31 a 50 años",0,1,1422.33729204254,3407.45483668595,1135.81827889532,414573.671796791,34074.5483668595,"BOGOTA",1999-12-01,1
"31 a 50 años",1,2,1020.5911055983,3407.45483668595,1135.81827889532,414573.671796791,34074.5483668595,"BOGOTA",1999-12-01,2
"9 a 13 años",1,3,964.526439045114,3407.45483668595,1135.81827889532,414573.671796791,34074.5483668595,"BOGOTA",1999-12-01,3
"31 a 50 años",0,1,1450.8112570719,3475.66914169064,1158.55638056355,422873.078905694,34756.6914169064,"BOGOTA",2000-01-01,1
"31 a 50 años",1,2,1041.02245870468,3475.66914169064,1158.55638056355,422873.078905694,34756.6914169064,"BOGOTA",2000-01-01,2
"9 a 13 años",1,3,983.835425914062,3475.66914169064,1158.55638056355,422873.078905694,34756.6914169064,"BOGOTA",2000-01-01,3
"31 a 50 años",0,1,1455.29625120468,3486.41372037514,1162.13790679171,424180.335978976,34864.1372037514,"BOGOTA",2000-02-01,1
"31 a 50 años",1,2,1044.24064411413,3486.41372037514,1162.13790679171,424180.335978976,34864.1372037514,"BOGOTA",2000-02-01,2
"9 a 13 años",1,3,986.876825056329,3486.41372037514,1162.13790679171,424180.335978976,34864.1372037514,"BOGOTA",2000-02-01,3
"31 a 50 años",0,1,1479.7728869553,3545.05173214694,1181.68391071565,431314.627411211,35450.5173214694,"BOGOTA",2000-03-01,1
"31 a 50 años",1,2,1061.80373332076,3545.05173214694,1181.68391071565,431314.627411211,35450.5173214694,"BOGOTA",2000-03-01,2
"9 a 13 años",1,3,1003.47511187088,3545.05173214694,1181.68391071565,431314.627411211,35450.5173214694,"BOGOTA",2000-03-01,3
