deciles,rate,gap,severity,model,ciudad,fecha,escenario
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q1
Decil 1,43.90243902439025,0.2869604124163047,0.23070097273778112,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q2
Decil 1,100,0.6956556116664084,0.5214355451945282,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 2,100,0.32907226436835196,0.11366983706019333,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 3,77.52808988764045,0.10739114796671227,0.019328586773766556,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q2
Decil 1,48.78048780487805,0.3017356572078107,0.24092859648974124,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-06-01,q3
Decil 1,100,0.7088835943452124,0.5368259180716476,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 2,100,0.3582333752870021,0.13325481627951866,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 3,98.87640449438202,0.14082066659926262,0.02820793421774853,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-06-01,q3
Decil 1,36.708860759493675,0.16453006057771843,0.11551282892657543,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q1
Decil 1,100,0.6321309014210236,0.43064004060018746,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 2,100,0.2981933015283833,0.0964618985682899,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 3,84.70588235294117,0.10592296151586159,0.016676507031992884,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q1
Decil 1,37.9746835443038,0.17286556832629774,0.11973596458021377,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q2
Decil 1,100,0.6518319711976108,0.4526987396615595,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 2,100,0.33577825440883663,0.119503435583445,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 3,100,0.1506153818481431,0.028282530773224734,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q2
Decil 1,43.037974683544306,0.1924415349063077,0.12986713821666437,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-07-01,q3
Decil 1,100,0.6632957869822494,0.46597367438631127,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 2,100,0.35764848688767803,0.13423124064010047,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 3,100,0.1785823058253158,0.03712663575077805,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-07-01,q3
Decil 1,24.719101123595504,0.1426681305660663,0.10393304030967762,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q1
Decil 1,100,0.582085369242238,0.3767226019569213,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 2,100,0.309785654420599,0.10042397340082963,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 3,100,0.12357359826867222,0.01996314789832377,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q1
Decil 1,29.213483146067414,0.14739534923363803,0.1071897438667265,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q2
Decil 1,100,0.6023122953938888,0.39709948679887114,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 2,100,0.34319179426195984,0.12181645227658514,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 3,100,0.16599233836646024,0.03180291141615681,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q2
Decil 1,30.337078651685395,0.15981310072398092,0.11467788828369746,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-08-01,q3
Decil 1,100,0.6154283532563126,0.4108450124869191,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 2,100,0.36485385303621204,0.13689235787169296,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 3,100,0.19349857660564554,0.041415475605378664,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-08-01,q3
Decil 1,32.098765432098766,0.14418520352707626,0.09963545948772243,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q1
Decil 1,100,0.6115864773036506,0.4065451663609984,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 2,100,0.2997472415877348,0.09552578746883847,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 3,85.22727272727273,0.09908687675814064,0.01556344493882774,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q1
Decil 1,33.33333333333333,0.1514520795742504,0.10346139534686231,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q2
Decil 1,100,0.6314256575760976,0.42796955063952336,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 2,100,0.33551438124337424,0.11768211812937437,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 3,100,0.14230811591027567,0.026010757393286857,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q2
Decil 1,38.2716049382716,0.16836883101009778,0.11256274474310414,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-09-01,q3
Decil 1,100,0.6438612155745309,0.4418865781356108,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 2,100,0.3579338730528969,0.13288972655573333,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 3,100,0.17124631355919495,0.034702389886775514,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-09-01,q3
Decil 1,36.36363636363637,0.18595280327683883,0.13684149353855563,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q1
Decil 1,100,0.6230409834070293,0.42759095867638897,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 2,100,0.32825934870762025,0.11199474900318207,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 3,89.74358974358975,0.10335200218539178,0.017213943093991206,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q1
Decil 1,38.961038961038966,0.19349958675753257,0.14103608963926975,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q2
Decil 1,100,0.6401322100546608,0.4456873949457331,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 2,100,0.3587159002538123,0.13254183250850826,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 3,100,0.14245817667718336,0.026582148657757692,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q2
Decil 1,45.45454545454545,0.2136019774077752,0.151073231994205,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-10-01,q3
Decil 1,100,0.6509200986370146,0.45749393798124605,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 2,100,0.3779399086563084,0.14647507380541636,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 3,100,0.16816502208871678,0.034195957347769916,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-10-01,q3
Decil 1,38.372093023255815,0.18209290030942815,0.12908829655835247,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q1
Decil 1,100,0.6431341370164069,0.4433463241542005,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 2,100,0.28744157940902637,0.09043728834296673,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 3,78.4090909090909,0.0890542322638313,0.012835166354745237,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q1
Decil 1,41.86046511627907,0.19089905336489557,0.13363870716636736,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 2,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 3,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 4,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 5,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 6,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 7,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 8,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 9,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 10,0,0,0,CoCA,BOGOTÁ D.C.,2022-11-01,q2
Decil 1,100,0.6619309657112765,0.46482854765722503,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 2,100,0.32497343649100024,0.11262081799708255,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 3,98.86363636363636,0.13119848951340235,0.02278196783946136,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 4,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 5,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 6,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 7,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 8,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 9,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 10,0,0,0,CoNA,BOGOTÁ D.C.,2022-11-01,q2
Decil 1,45.348837209302324,0.21242611738301176,0.1446149398996466,CoCA,BOGOTÁ D.C.,2022-11-01,q3
