Demo_Group,Sex,cost_day,Cost_1000kcal,ciudad,fecha,escenario
51 a 70 años,0,3780.7904517361744,1741.368061752219,BOGOTA,10865,precio_100g
9 a 13 años,0,3997.2247108450383,1992.0312489608473,BOGOTA,10865,precio_100g
>70 años,1,3461.4930424375557,2114.4338826253384,BOGOTA,10896,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10896,precio_100g
14 a 18 años,1,4053.7435872237565,1918.5318431006517,BOGOTA,10896,precio_100g
19 a 30 años,1,3475.566440427955,1710.5605766636866,BOGOTA,10896,precio_100g
31 a 50 años,1,3445.918578077724,1798.0396520207557,BOGOTA,10896,precio_100g
4 a 8 años,1,7641.627986355526,5804.186059101367,BOGOTA,10896,precio_100g
51 a 70 años,1,3572.3307114610316,2051.6649722691427,BOGOTA,10896,precio_100g
9 a 13 años,1,3896.308774625795,2151.2221571293153,BOGOTA,10896,precio_100g
gestantes < 18 años,1,25034.683413501712,9932.832387183693,BOGOTA,10896,precio_100g
gestantes 19 a 30 años,1,9826.9044351664,3920.0538882353444,BOGOTA,10896,precio_100g
gestantes 31 a 50 años,1,8580.079528158543,3587.7600858179403,BOGOTA,10896,precio_100g
lactantes < 18 años,1,4389.742754624387,1721.199612361458,BOGOTA,10896,precio_100g
lactantes 19 a 30 años,1,3895.764604814053,1535.682829009652,BOGOTA,10896,precio_100g
lactantes 31 a 50 años,1,3803.5090041205426,1570.7331540848918,BOGOTA,10896,precio_100g
>70 años,0,3532.1991516291264,1743.6989478373698,BOGOTA,10896,precio_100g
1 a 3 años,0,NA,NA,BOGOTA,10896,precio_100g
14 a 18 años,0,4262.7132969072645,1551.9212073475744,BOGOTA,10896,precio_100g
19 a 30 años,0,4225.117964384593,1498.5179908182781,BOGOTA,10896,precio_100g
31 a 50 años,0,3928.796369613139,1470.9670872799436,BOGOTA,10896,precio_100g
4 a 8 años,0,11250.223302572509,7832.219157712142,BOGOTA,10896,precio_100g
51 a 70 años,0,3785.8511807386135,1743.69894783737,BOGOTA,10896,precio_100g
9 a 13 años,0,3949.0845861871894,1968.0404454452723,BOGOTA,10896,precio_100g
>70 años,1,3400.5194344742736,2077.1884913890435,BOGOTA,10926,precio_100g
1 a 3 años,1,NA,NA,BOGOTA,10926,precio_100g
14 a 18 años,1,3986.2849072145586,1886.6053971106292,BOGOTA,10926,precio_100g
19 a 30 años,1,3401.396808897088,1674.0567002857274,BOGOTA,10926,precio_100g
31 a 50 años,1,3371.9478654548752,1759.4426070316983,BOGOTA,10926,precio_100g
4 a 8 años,1,7878.394728202032,5984.021851254644,BOGOTA,10926,precio_100g
51 a 70 años,1,3511.748600179061,2016.8713863146427,BOGOTA,10926,precio_100g
9 a 13 años,1,3840.0328790298236,2120.151222938624,BOGOTA,10926,precio_100g
gestantes < 18 años,1,25512.33089507858,10122.345164168531,BOGOTA,10926,precio_100g
gestantes 19 a 30 años,1,9988.2691383846,3984.4239384831835,BOGOTA,10926,precio_100g
