model,food,food_key,rmse,mape,n_test,extra
m1_margin_best,Pechuga de pollo,PECHUGA DE POLLO,149.6622575983116,0.02603873674412696,19,best=Q2
m1_margin_best,Piña gold,PINA GOLD,46.5640819490225,0.05516476479199354,19,best=Q3
m1_margin_best,Piña manzana,PINA MANZANA,51.24644374960749,0.05009128203785899,19,best=Q1
m1_margin_best,Pollo entero congelado sin vísceras,POLLO ENTERO CONGELADO SIN VISCERAS,169.007738510003,0.03542906984560831,19,best=Q3
m1_margin_best,Queso campesino,QUESO CAMPESINO,174.9677425969736,0.01666428512856313,19,best=Q2
m1_margin_best,Repollo blanco,REPOLLO BLANCO,202.0560288273406,0.2136047287395646,19,best=Q1
m1_margin_best,Sal yodada,SAL YODADA,15.12126361709926,0.01987726919557737,19,best=Q3
m1_margin_best,Tilapia roja entera congelada,TILAPIA ROJA ENTERA CONGELADA,1228.403648746858,0.078579574575334,19,best=Q3
m1_margin_best,Tomate de árbol,TOMATE DE ARBOL,236.3382653143525,0.1857198707624358,19,best=Q1
m1_margin_best,Tomate larga vida,TOMATE LARGA VIDA,175.4109926546448,0.1417240072897671,19,best=Q2
m1_margin_best,Zanahoria,ZANAHORIA,466.1398127596519,0.3584347588964482,19,best=Q2
m4_asy_ecm_mtar,Aguacate papelillo,AGUACATE PAPELILLO,778.7836121625903,0.22288966308508715,NA,n_total=63
m4_asy_ecm_mtar,Ahuyama,AHUYAMA,477.9687789918976,0.5799020262386654,NA,n_total=63
m4_asy_ecm_mtar,Arracacha amarilla,ARRACACHA AMARILLA,609.8570286589307,0.39922071792077946,NA,n_total=63
m4_asy_ecm_mtar,Arroz de primera,ARROZ DE PRIMERA,176.62649528941407,0.12077468251344715,NA,n_total=63
m4_asy_ecm_mtar,Arveja verde en vaina pastusa,ARVEJA VERDE EN VAINA PASTUSA,3116.999924383874,0.5713012102815239,NA,n_total=63
m4_asy_ecm_mtar,Arveja verde seca importada,ARVEJA VERDE SECA IMPORTADA,48.374695030572006,0.03825548098034891,NA,n_total=63
m4_asy_ecm_mtar,Avena en hojuelas,AVENA EN HOJUELAS,1565.720042839146,0.2446693812157701,NA,n_total=63
m4_asy_ecm_mtar,Avena molida,AVENA MOLIDA,4356.533995940508,0.6205124906407826,NA,n_total=63
m4_asy_ecm_mtar,Azúcar morena,AZUCAR MORENA,58.96003551105644,0.03549124805923898,NA,n_total=63
m4_asy_ecm_mtar,Azúcar sulfitada,AZUCAR SULFITADA,152.09841300295776,0.09334967003154016,NA,n_total=63
